CarID,ModelID,DealerID,Year_of_Manufacturing,Mileage,Price
C22836,M039,D049,1991,147372,2769
C15981,M014,D044,1999,152723,3536
C37916,M022,D007,1991,268469,472
C01571,M073,D035,2020,19485,30548
C35908,M016,D045,1985,268020,620
C26090,M070,D028,2016,63291,37886
C20914,M014,D026,2012,69267,15723
C09958,M027,D006,2001,136336,3011
C18276,M006,D001,1992,183296,2411
C15432,M027,D029,2020,15003,24269
C23494,M059,D035,1988,243446,1217
C15790,M028,D011,2016,39821,14359
C35780,M005,D033,2014,33693,23259
C11981,M022,D040,2011,90750,8066
C44906,M025,D005,2016,47432,23525
C35763,M083,D019,2016,22588,24002
C27093,M060,D025,2009,94877,11475
C46835,M047,D005,1996,187893,2688
C33438,M107,D035,2002,134132,5920
C47381,M032,D028,2020,19817,25537
C01591,M086,D001,2010,76670,20799
C26756,M012,D008,1996,149380,2304
C21759,M070,D046,2009,79463,21314
C03002,M018,D004,2019,23855,38936
C44112,M013,D020,2009,86481,11998
C43520,M062,D012,2017,22217,100456
C00629,M019,D037,2006,81822,11520
C20737,M018,D044,2014,84359,19043
C11903,M089,D039,2005,115285,6278
C06367,M063,D010,1995,186156,2422
C17133,M077,D047,1992,292547,1425
C09479,M026,D008,2002,163251,6545
C41871,M065,D047,1993,91094,3074
C12933,M103,D029,2010,71635,23575
C13642,M058,D020,1995,179912,2044
C19627,M003,D002,2018,26667,33803
C09952,M044,D029,1996,212935,1184
C28963,M005,D007,2018,32526,30575
C28446,M014,D009,1993,231448,1194
C19699,M030,D044,1998,196222,2276
C44224,M055,D018,2016,48663,19062
C02997,M058,D036,2003,72721,7999
C13638,M047,D030,2005,124494,8264
C22471,M006,D021,2010,87675,17062
C36087,M022,D032,2013,45326,12457
C28918,M015,D041,1994,148970,4777
C17650,M044,D024,2018,31762,20357
C27956,M041,D028,2005,110830,5531
C02855,M032,D033,1993,161383,1555
C13390,M082,D035,2007,152986,3666
C13049,M073,D024,1992,130372,2234
C22333,M108,D013,2010,78902,8608
C30578,M026,D011,2014,70748,29418
C34735,M006,D036,1994,113659,4854
C19539,M105,D039,1990,215657,2535
C39587,M069,D004,2003,133101,18121
C05573,M003,D009,2020,19116,40283
C47751,M034,D014,1991,208875,1072
C30964,M032,D013,2001,167412,2520
C35496,M081,D023,1996,196881,6353
C20263,M023,D012,2019,32516,34531
C44660,M070,D036,2017,52451,43411
C21746,M009,D039,2004,148714,4561
C47249,M093,D042,1987,206282,1458
C36228,M005,D019,2021,10469,42193
C28787,M013,D010,2018,11537,34761
C35620,M012,D015,2007,72912,8516
C46000,M005,D008,2014,49020,21210
C49513,M015,D017,1988,319717,683
C44515,M061,D049,1996,140954,2521
C28684,M054,D008,2006,108357,11013
C31549,M006,D005,2002,144675,6489
C31965,M017,D049,2017,29924,36666
C09434,M021,D010,2007,80149,6235
C22374,M078,D039,2018,23901,37189
C21623,M037,D003,2012,70743,18408
C12452,M051,D044,1994,180606,1882
C11800,M008,D036,1998,128940,6980
C31389,M021,D032,1997,162007,1707
C20769,M017,D045,2000,100958,7405
C04829,M017,D008,2002,93283,8945
C14590,M051,D032,1990,146610,1915
C01508,M013,D044,2018,48010,28198
C18613,M029,D038,2015,36827,32460
C19303,M013,D014,2000,115320,5330
C38310,M014,D017,2015,6834,27814
C01739,M093,D012,2012,67101,23171
C35876,M068,D023,1988,241685,912
C47068,M026,D019,1995,199369,3009
C05115,M054,D023,1989,216898,1438
C24907,M045,D009,2013,47484,72408
C07636,M073,D042,2008,114555,7336
C14399,M040,D031,2015,73835,23069
C36171,M016,D007,2001,173238,4223
C09184,M015,D005,2006,58607,20662
C36797,M023,D005,1994,220743,1540
C37623,M011,D046,2020,20796,44726
C01656,M003,D023,2004,162124,5057
C04327,M091,D020,1989,179618,1833
C27378,M016,D047,1988,289423,619
C19045,M052,D020,2008,34890,24042
C44329,M047,D031,2012,46917,22683
C09662,M016,D022,2015,70910,23569
C15915,M014,D040,2002,100493,6487
C25467,M109,D034,2001,132922,5614
C13611,M008,D049,1996,198592,3414
C11671,M034,D025,2017,45269,21403
C01220,M043,D040,2005,92852,29430
C38864,M028,D046,2015,47937,12787
C12558,M018,D032,2010,61495,17018
C39144,M070,D028,2005,102332,13870
C35509,M054,D009,1995,160823,3490
C11853,M005,D009,2010,101822,11349
C13239,M023,D005,1985,293331,431
C29951,M076,D045,1985,159087,1332
C27985,M023,D043,2003,63867,9791
C22091,M068,D020,1992,191220,1872
C48990,M050,D002,1991,337853,365
C40640,M001,D032,1994,105957,6980
C28912,M006,D016,2016,60438,30607
C08571,M005,D035,2007,119498,8136
C38432,M058,D009,2010,58044,14049
C40526,M028,D002,1994,114402,1992
C35550,M001,D046,2004,129801,11331
C29488,M072,D027,1995,139807,2658
C26038,M078,D010,2012,65866,19298
C19371,M023,D050,2006,136260,7053
C44735,M027,D032,2007,110108,5503
C06916,M028,D029,2003,155563,2618
C14999,M004,D016,1988,240567,580
C16751,M011,D027,2016,42060,30296
C29960,M008,D013,2020,23058,62018
C28857,M073,D028,1996,170952,2093
C38912,M028,D021,1992,301203,338
C05844,M018,D019,2015,57534,24365
C15770,M026,D042,2014,12867,41690
C27099,M086,D003,1999,167637,4963
C34727,M094,D048,1998,208063,2066
C20931,M008,D036,2015,48018,38373
C12314,M032,D010,2002,108023,4326
C08294,M019,D047,1999,109546,5913
C49409,M042,D033,1990,178859,1742
C22320,M052,D008,2011,57775,25517
C20487,M070,D033,2015,32645,42826
C22611,M017,D023,1993,296780,850
C12466,M044,D049,2016,37188,17259
C41513,M046,D002,1994,221469,1462
C48610,M032,D025,2001,144717,3040
C17673,M027,D026,2015,39438,15137
C08566,M073,D038,1997,219432,1464
C42906,M011,D022,1987,299855,525
C33295,M032,D008,1994,174818,1484
C12929,M013,D019,2021,4905,43949
C08384,M027,D009,2003,152888,3009
C26547,M022,D017,2017,25998,18222
C21161,M059,D039,1992,116078,4704
C25332,M101,D012,1997,185091,3334
C00417,M028,D012,2005,165149,2762
C38314,M051,D043,1989,216812,981
C40759,M023,D015,1987,220929,964
C01407,M074,D011,2001,171925,12761
C27989,M020,D015,1996,149356,2000
C20658,M032,D024,1997,203083,1418
C46982,M045,D008,2017,34666,102110
C29902,M001,D009,2019,17585,65500
C32870,M072,D014,2002,116586,5083
C21614,M011,D006,1996,142126,3918
C18693,M043,D021,2020,18062,128513
C14463,M104,D005,2011,69673,20957
C13530,M028,D022,2012,60180,9689
C29805,M003,D009,2016,63200,23672
C01445,M004,D045,2004,9500,9702
C18219,M006,D037,2020,28054,48667
C45064,M008,D024,1994,205765,2804
C30647,M011,D024,1999,218301,2492
C49168,M013,D028,2005,118364,7268
C39990,M028,D043,1998,51942,4015
C44756,M002,D025,2005,102181,8839
C48346,M028,D004,2012,55783,9966
C42970,M032,D005,2015,58215,14554
C20420,M040,D029,2015,53911,26281
C10897,M068,D032,1991,260757,934
C45621,M082,D010,1988,138333,1163
C36350,M026,D033,1992,209604,2250
C19313,M032,D021,2015,32502,17032
C05583,M004,D040,2001,96760,4592
C06683,M044,D027,2021,16134,27136
C30680,M041,D034,2019,26125,24657
C28389,M070,D006,2008,104479,16675
C06848,M044,D041,1991,169741,1236
C15982,M006,D003,2001,143845,6111
C33676,M043,D050,2005,114579,25070
C47504,M054,D005,2000,163755,4753
C07566,M053,D008,2021,11790,53124
C20729,M007,D014,1996,286167,739
C07412,M011,D045,2010,83902,15459
C25355,M034,D030,2005,78974,7724
C47739,M001,D037,2021,10208,77853
C09759,M013,D008,1992,248967,998
C09768,M012,D029,2005,84013,6906
C07134,M022,D028,2010,46233,10142
C28594,M022,D007,1999,176436,1843
C41210,M015,D006,1997,178425,4560
C23112,M058,D032,2021,12006,38313
C44347,M016,D014,2000,172124,3988
C22810,M001,D015,2009,81821,22570
C20508,M012,D035,1993,256863,732
C45706,M030,D018,1993,221502,1302
C21762,M017,D044,2008,64120,16305
C21496,M026,D018,1996,189351,3511
C11505,M084,D044,2011,89758,14238
C32457,M023,D005,2021,15765,43337
C44210,M016,D013,1998,129410,4950
C43813,M011,D005,2006,66553,13322
C18265,M051,D039,2018,31227,27917
C41115,M042,D004,1998,135837,4240
C20035,M016,D017,2011,66187,18628
C10076,M034,D014,2008,72528,9858
C37297,M090,D004,2005,153651,5619
C14277,M043,D010,1995,175415,7870
C35781,M047,D027,1993,149872,3033
C16871,M040,D003,1990,164288,2183
C04230,M105,D037,1995,94116,9575
C49030,M027,D002,2015,63278,13040
C00168,M026,D019,2021,8120,68163
C14447,M012,D033,1996,86511,3724
C36717,M065,D046,2013,51427,15215
C36165,M049,D002,2012,70811,16419
C14474,M072,D048,1993,288144,623
C44427,M019,D024,2012,84308,16891
C46117,M059,D020,2002,128015,8357
C30626,M016,D038,2000,93256,7424
C09961,M064,D047,1995,200460,1879
C38723,M086,D023,1999,47857,12049
C28345,M074,D025,1991,143691,8279
C16438,M029,D025,2008,125804,11015
C08854,M068,D031,2007,90468,11393
C17364,M068,D025,2020,13581,43852
C04581,M043,D047,2006,52542,41274
C47304,M008,D036,1997,137756,6090
C44680,M053,D019,2016,19237,36568
C15193,M071,D042,2006,93690,9343
C31448,M006,D037,1988,209415,1469
C05526,M032,D022,2007,134748,4914
C39228,M050,D011,2016,68080,19749
C03468,M003,D025,2017,20246,32777
C15074,M025,D024,1998,156084,3205
C48706,M045,D024,2001,185162,11511
C13610,M016,D010,2007,98111,11432
C18786,M014,D050,1999,182086,2761
C39758,M009,D037,2011,130607,8410
C24217,M086,D024,2019,31527,50402
C33986,M032,D028,1994,339215,325
C11626,M040,D031,1997,132574,4509
C12137,M030,D019,1997,207153,1933
C12629,M005,D007,1990,99701,3038
C28348,M068,D005,2007,147902,7339
C43512,M017,D036,1988,225315,1184
C05873,M068,D016,2019,16205,40450
C48244,M063,D037,1989,295972,594
C33982,M059,D015,2008,111846,14116
C31261,M053,D048,1996,180660,3007
C12293,M065,D003,2021,13080,32393
C42287,M043,D047,1993,67558,15746
C13665,M004,D020,1995,88227,3272
C12951,M016,D029,2019,23889,41107
C31757,M028,D049,2017,55752,13912
C14514,M056,D010,2007,76478,23019
C20458,M060,D025,1993,163324,2311
C41547,M030,D048,2014,55550,19567
C00851,M043,D016,2010,78948,45287
C34768,M027,D008,2012,49915,11626
C24913,M059,D050,2000,124518,7516
C17970,M027,D019,2014,40788,14047
C28377,M026,D032,1999,80029,10160
C09890,M102,D021,2009,56179,22309
C46456,M051,D030,2017,35633,25455
C38500,M041,D042,1999,131434,3163
C16248,M028,D050,1994,194746,1029
C08787,M007,D024,2006,106033,6852
C35430,M034,D008,2010,102389,9124
C19104,M099,D041,2012,79409,20251
C44143,M022,D042,2000,152706,2404
C14787,M011,D046,2010,87016,15125
C18217,M032,D049,2008,67743,8577
C29737,M096,D002,1992,247674,1151
C18195,M034,D037,2004,79774,7186
C42356,M006,D050,2021,18157,54973
C20186,M052,D035,1998,97441,8176
C38611,M028,D031,1992,243278,582
C22656,M065,D003,1989,307005,364
C31786,M032,D035,2011,40563,12439
C36667,M022,D039,2019,39589,19239
C44905,M033,D034,2004,93079,11331
C06080,M010,D046,2015,64299,15785
C15556,M102,D039,2009,102774,16189
C48062,M059,D033,1990,239769,1438
C24408,M007,D011,1997,133787,3038
C44889,M030,D048,2002,115012,5798
C06425,M110,D011,2019,32355,88192
C46203,M001,D047,2004,122859,11961
C42285,M028,D019,2000,80914,3789
C45699,M018,D038,1991,138644,2732
C41461,M070,D050,2000,121627,8593
C28418,M016,D010,2011,77919,17215
C18151,M103,D029,2001,209205,4331
C30624,M073,D035,1996,97454,3743
C03151,M069,D001,2003,141690,16921
C18185,M007,D039,1997,130325,3122
C26731,M065,D009,1992,186375,1346
C12515,M086,D021,2003,66904,13928
C36056,M005,D019,1989,291566,541
C40833,M006,D044,2005,204462,4767
C34374,M024,D016,2019,26547,46976
C45453,M009,D032,1996,170166,2239
C34308,M032,D018,2006,128228,4839
C46162,M058,D021,2007,17858,14600
C37976,M017,D029,1991,246671,1190
C21233,M001,D038,2003,97978,13488
C20327,M105,D017,1987,381857,430
C27005,M001,D021,1993,219307,2546
C45594,M025,D043,2010,91881,11724
C25848,M050,D040,1995,189912,1886
C07440,M026,D003,2017,34513,45118
C37341,M105,D003,2010,67645,31257
C10027,M016,D044,2013,96027,17314
C20966,M099,D027,2005,115774,9753
C07285,M015,D048,2017,24771,52746
C30275,M008,D013,2017,20451,51515
C49968,M001,D043,2009,72162,24110
C31159,M003,D041,2006,94772,9782
C15618,M027,D027,1997,183359,1560
C09619,M058,D002,1991,130571,2352
C28873,M081,D035,1986,179576,3790
C37268,M094,D019,2015,24815,25344
C18811,M032,D004,1995,130279,2287
C32954,M005,D040,1993,166978,2181
C29894,M032,D014,1993,207223,1047
C32505,M071,D017,2006,58249,11894
C27732,M022,D042,1996,241512,846
C31314,M026,D011,2005,121969,11149
C31845,M011,D032,2016,42607,30196
C04274,M111,D012,1989,98571,8129
C47404,M016,D006,1998,178857,3296
C23362,M068,D042,2013,60107,20891
C02323,M017,D007,1998,140213,4792
C14973,M052,D045,1996,138690,5220
C16452,M044,D029,1998,197791,1548
C14546,M002,D048,1997,195617,2427
C19314,M024,D046,2006,118703,10636
C23671,M043,D028,2021,6578,146006
C37050,M015,D048,2002,106849,11317
C45913,M013,D037,2011,102812,12187
C26320,M006,D036,2004,194918,4851
C33922,M035,D005,2003,182497,4478
C06323,M040,D019,1997,81941,6572
C00466,M068,D024,2002,135733,5800
C03254,M037,D009,2006,76364,11879
C10987,M060,D042,2010,62336,15337
C14751,M025,D010,2005,115494,7057
C14785,M022,D003,2009,102632,6477
C00565,M060,D030,2018,45204,29130
C43127,M010,D026,1993,102401,2792
C12725,M009,D034,2019,24929,29459
C33808,M026,D036,2005,192794,6209
C07299,M060,D038,2009,115404,9856
C25389,M021,D007,1997,151306,1865
C19686,M008,D023,1998,176670,4717
C34489,M007,D046,1992,126132,2312
C37828,M086,D006,1998,192238,3759
C03594,M022,D003,2020,14875,23663
C12401,M040,D026,2008,77751,14085
C29940,M051,D044,2019,21885,31462
C24855,M072,D047,1990,138065,1931
C21776,M030,D016,2010,53633,15170
C38919,M059,D016,2016,37247,39855
C07526,M016,D008,1995,178122,2715
C08902,M022,D045,1995,165843,1544
C24779,M050,D013,1993,151070,2293
C40304,M070,D048,2010,108913,18435
C39666,M011,D038,2006,107320,9998
C31513,M017,D019,2008,88805,13778
C26723,M088,D009,2005,70408,9657
C11905,M063,D011,2012,93335,15783
C32150,M013,D026,2005,99454,8373
C48832,M044,D014,1990,163382,1220
C21258,M066,D034,2007,121953,5703
C43773,M026,D011,2021,15109,65689
C42847,M043,D039,1991,315758,1666
C32749,M044,D010,2012,68024,10890
C34536,M002,D010,2005,115414,8006
C31921,M010,D014,2013,77788,12620
C34537,M003,D043,1992,245904,1084
C09074,M041,D040,2006,143211,4592
C02339,M060,D032,2014,72218,18756
C17027,M015,D020,2009,75290,22600
C20215,M042,D011,2014,87622,17709
C10993,M030,D041,2010,117229,9719
C16340,M022,D043,1990,372726,162
C49127,M069,D021,2007,50018,42736
C42628,M071,D045,1997,68007,6124
C43377,M111,D019,2019,28588,94831
C07271,M034,D032,2018,43502,23127
C26458,M032,D046,2005,127581,4550
C16282,M054,D050,1993,106941,4678
C08727,M065,D027,1992,204501,1148
C24193,M094,D036,1991,124007,2620
C29728,M042,D014,2020,16739,41184
C01567,M050,D021,1986,221685,781
C43977,M016,D045,1989,151719,2271
C11754,M062,D014,2017,40494,90390
C37023,M015,D019,2001,195758,5123
C34921,M112,D042,1992,134958,2379
C13366,M007,D025,1994,166165,1909
C37399,M064,D041,1998,150106,3524
C36169,M107,D008,2001,183712,3670
C12426,M095,D038,2016,32829,43552
C00645,M055,D045,2014,39321,17658
C01040,M032,D004,2005,92815,5906
C28077,M073,D029,2009,62869,11304
C11215,M059,D020,2010,99343,17697
C00333,M060,D010,1995,84529,4856
C06484,M013,D001,1997,184424,2484
C45639,M023,D020,2004,126574,6663
C32733,M091,D020,2009,50287,18422
C08179,M020,D043,2004,111468,4593
C16759,M058,D040,2011,60075,14822
C47722,M018,D009,2005,160797,5798
C33288,M094,D037,2009,84566,11642
C45683,M028,D008,1991,161179,1122
C47934,M018,D037,2011,68925,17324
C35573,M005,D022,2009,90256,11543
C28810,M013,D048,2004,73740,9387
C20362,M028,D038,1997,113162,2456
C04450,M018,D002,2009,55608,16534
C47535,M045,D014,1991,207178,4873
C18204,M100,D001,2013,46019,17240
C18727,M111,D002,2011,88894,37778
C28132,M012,D039,1996,234795,1096
C12916,M003,D021,2009,52263,15921
C46304,M037,D014,1995,211228,1937
C39062,M065,D023,2014,61395,15263
C15510,M081,D040,1996,90485,14938
C16422,M093,D014,2007,66558,16662
C02575,M058,D044,2012,10429,21202
C38351,M074,D047,2011,85618,48764
C34003,M073,D012,2002,153303,3618
C10601,M017,D002,2018,43748,36118
C06937,M033,D028,1994,135416,4221
C34097,M016,D006,1988,160031,1983
C38823,M003,D019,1995,142314,3265
C30889,M044,D041,2009,37902,10777
C01499,M028,D034,2015,51060,12541
C29446,M045,D030,2009,80485,44687
C29518,M073,D038,1997,29423,6235
C32132,M018,D004,2018,44158,32352
C31915,M071,D008,2009,111930,9978
C20538,M008,D042,2007,100103,15828
C31680,M073,D012,2005,46397,9610
C28407,M007,D043,2002,157205,3507
C49271,M014,D035,2016,18894,27884
C47069,M044,D015,1992,137962,1716
C28692,M024,D047,1999,102910,7510
C48330,M033,D031,1992,111344,4451
C41821,M037,D005,2012,72779,18158
C13535,M069,D044,1991,219482,3904
C35459,M045,D024,2017,17533,112485
C04860,M041,D032,2014,39111,16384
C30932,M018,D033,2017,15688,35639
C14075,M058,D005,1995,103194,3783
C39012,M019,D005,2007,126840,8830
C15445,M021,D027,2018,41974,16623
C42645,M019,D023,2010,90227,14178
C42825,M014,D038,2016,19684,27763
C00485,M001,D005,2002,178115,6664
C40140,M058,D031,2009,32807,15336
C35249,M045,D048,2007,88938,36862
C47553,M065,D020,2017,30252,22559
C35752,M069,D038,2021,12228,135154
C31135,M006,D034,2013,64209,24451
C19233,M109,D011,1987,146799,1975
C14476,M014,D044,2005,177462,4286
C29801,M062,D037,2019,15075,119353
C31802,M072,D033,2001,98530,5440
C24676,M045,D013,2021,1437,159778
C05237,M006,D041,2009,90482,15647
C28202,M007,D031,2008,64027,10505
C08043,M020,D040,2007,121622,5192
C03768,M009,D026,1996,135655,2972
C31210,M060,D033,2008,85576,11469
C22330,M053,D020,1995,178857,2857
C37278,M058,D038,2010,66528,13294
C29833,M042,D024,1994,189046,2083
C07525,M040,D007,2008,55291,16337
C06808,M040,D018,1990,173686,2017
C11099,M027,D009,2018,43403,18053
C04730,M028,D022,2016,52566,13279
C06770,M007,D015,2022,5890,37558
C23258,M005,D016,2020,21079,37277
C09554,M018,D043,1991,158502,2324
C11911,M051,D002,2009,85737,10801
C25134,M022,D041,1993,164094,1371
C19367,M014,D049,1997,202139,2029
C16003,M059,D033,1991,252085,1373
C01645,M043,D022,1999,161878,11519
C45781,M027,D022,2008,83410,7138
C20135,M069,D031,1999,126308,14640
C28822,M012,D010,1997,224715,1284
C27637,M001,D023,2018,26078,58458
C40658,M018,D004,1996,165239,3066
C03280,M007,D044,2018,26914,25675
C43954,M004,D033,2008,94118,7464
C39538,M103,D022,2018,30420,51982
C44981,M010,D045,2001,115137,4327
C22666,M066,D015,2018,23780,22956
C08249,M034,D001,2015,56682,17443
C16167,M018,D019,1986,266502,637
C31709,M028,D043,2006,50153,6921
C37418,M113,D042,1995,92487,10430
C38543,M022,D030,1986,232928,470
C38706,M026,D028,2016,38742,41167
C40565,M007,D035,1995,119348,2976
C26085,M047,D048,2008,107596,11480
C17005,M023,D001,2002,137641,5343
C42437,M091,D037,1995,168749,3000
C06706,M026,D008,2013,26318,36226
C10173,M006,D033,1999,196507,3428
C22086,M111,D015,2018,26339,89856
C48744,M022,D029,1987,164559,915
C05153,M032,D031,2010,137583,5868
C13060,M041,D049,2016,66547,15754
C17722,M006,D004,1997,116509,5802
C42214,M072,D041,1989,188845,1181
C24802,M060,D008,2000,138699,4509
C20156,M017,D050,1986,307018,483
C05147,M060,D002,2001,120996,5540
C32730,M016,D018,2006,135042,8071
C49253,M021,D022,2009,94280,6448
C49477,M099,D035,2002,82046,10209
C39443,M028,D048,2013,21711,13050
C43121,M017,D009,2011,57748,20754
C18577,M069,D047,2011,75729,47185
C41585,M071,D046,2017,36635,28292
C35109,M002,D021,1989,175742,1690
C36718,M112,D022,1991,205801,1224
C20617,M011,D025,2001,98895,7623
C17769,M016,D028,2012,45859,22663
C16398,M009,D030,2007,116639,7177
C01233,M013,D018,2016,54508,23695
C40280,M009,D003,2018,37981,25557
C11070,M109,D046,1995,184317,2457
C32394,M034,D005,1990,77986,2861
C09431,M006,D040,1993,174922,2769
